hand,combos,notqual,lose,draw,win,antebonus,ev
"Card[J♣, 3♢, 2♡]",24,5251,13173,0,0,0,-1.1449739470256188
"Card[J♣, 3♢, 3♣]",6,5231,4437,3,8753,0,0.7524424663482414
"Card[J♣, 3♢, 3♡]",12,5239,4426,3,8756,0,0.7543964394268345
"Card[J♣, 4♣, 2♣]",4,5244,1356,3,11821,0,1.4206469821971341
"Card[J♣, 4♣, 2♢]",12,5258,13166,0,0,0,-1.1438341293964394
"Card[J♣, 4♣, 3♣]",4,5256,1341,3,11824,0,1.4232522796352585
"Card[J♣, 4♣, 3♢]",12,5269,13155,0,0,0,-1.1420429874077291
"Card[J♣, 4♣, 4♢]",6,5261,4167,3,8993,0,0.809433347807208
"Card[J♣, 4♢, 2♣]",12,5258,13166,0,0,0,-1.1438341293964394
"Card[J♣, 4♢, 2♢]",12,5259,13165,0,0,0,-1.1436712983065567
"Card[J♣, 4♢, 2♡]",24,5266,13158,0,0,0,-1.1425314806773774
"Card[J♣, 4♢, 3♣]",12,5269,13155,0,0,0,-1.1420429874077291
"Card[J♣, 4♢, 3♢]",12,5271,13153,0,0,0,-1.1417173252279635
"Card[J♣, 4♢, 3♡]",24,5277,13147,0,0,0,-1.140740338688667
"Card[J♣, 4♢, 4♣]",6,5261,4167,3,8993,0,0.809433347807208
"Card[J♣, 4♢, 4♡]",12,5269,4156,3,8996,0,0.8113873208858011
"Card[J♣, 5♣, 2♣]",4,5247,1346,3,11828,0,1.4226552323056882
"Card[J♣, 5♣, 2♢]",12,5262,13162,0,0,0,-1.1431828050369084
"Card[J♣, 5♣, 3♣]",4,5259,1331,3,11831,0,1.4252605297438123
"Card[J♣, 5♣, 3♢]",12,5273,13151,0,0,0,-1.141391663048198
"Card[J♣, 5♣, 4♣]",4,5271,1331,3,11819,0,1.4246092053842814
"Card[J♣, 5♣, 4♢]",12,5284,13140,0,0,0,-1.1396005210594877
"Card[J♣, 5♣, 5♢]",6,5261,3897,3,9263,0,0.8680525401650022
"Card[J♣, 5♢, 2♣]",12,5262,13162,0,0,0,-1.1431828050369084
"Card[J♣, 5♢, 2♢]",12,5262,13162,0,0,0,-1.1431828050369084
"Card[J♣, 5♢, 2♡]",24,5270,13154,0,0,0,-1.1418801563178462
"Card[J♣, 5♢, 3♣]",12,5273,13151,0,0,0,-1.141391663048198
"Card[J♣, 5♢, 3♢]",12,5274,13150,0,0,0,-1.1412288319583153
"Card[J♣, 5♢, 3♡]",24,5281,13143,0,0,0,-1.140089014329136
"Card[J♣, 5♢, 4♣]",12,5284,13140,0,0,0,-1.1396005210594877
"Card[J♣, 5♢, 4♢]",12,5286,13138,0,0,0,-1.1392748588797221
"Card[J♣, 5♢, 4♡]",24,5292,13132,0,0,0,-1.1382978723404256
"Card[J♣, 5♢, 5♣]",6,5261,3897,3,9263,0,0.8680525401650022
"Card[J♣, 5♢, 5♡]",12,5269,3886,3,9266,0,0.8700065132435953
"Card[J♣, 6♣, 2♣]",4,5247,1337,3,11837,0,1.4246092053842814
"Card[J♣, 6♣, 2♢]",12,5262,13162,0,0,0,-1.1431828050369084
"Card[J♣, 6♣, 3♣]",4,5262,1318,3,11841,0,1.4279201042118976
"Card[J♣, 6♣, 3♢]",12,5277,13147,0,0,0,-1.140740338688667
"Card[J♣, 6♣, 4♣]",4,5274,1318,3,11829,0,1.4272687798523664
"Card[J♣, 6♣, 4♢]",12,5288,13136,0,0,0,-1.1389491966999565
"Card[J♣, 6♣, 5♣]",4,5271,1319,3,11831,0,1.4272145028224055
"Card[J♣, 6♣, 5♢]",12,5284,13140,0,0,0,-1.1396005210594877
"Card[J♣, 6♣, 6♢]",6,5261,3627,3,9533,0,0.9266717325227963
"Card[J♣, 6♢, 2♣]",12,5262,13162,0,0,0,-1.1431828050369084
"Card[J♣, 6♢, 2♢]",12,5262,13162,0,0,0,-1.1431828050369084
"Card[J♣, 6♢, 2♡]",24,5270,13154,0,0,0,-1.1418801563178462
"Card[J♣, 6♢, 3♣]",12,5277,13147,0,0,0,-1.140740338688667
"Card[J♣, 6♢, 3♢]",12,5277,13147,0,0,0,-1.140740338688667
"Card[J♣, 6♢, 3♡]",24,5285,13139,0,0,0,-1.1394376899696048
"Card[J♣, 6♢, 4♣]",12,5288,13136,0,0,0,-1.1389491966999565
"Card[J♣, 6♢, 4♢]",12,5289,13135,0,0,0,-1.1387863656100738
"Card[J♣, 6♢, 4♡]",24,5296,13128,0,0,0,-1.1376465479808946
"Card[J♣, 6♢, 5♣]",12,5284,13140,0,0,0,-1.1396005210594877
"Card[J♣, 6♢, 5♢]",12,5286,13138,0,0,0,-1.1392748588797221
"Card[J♣, 6♢, 5♡]",24,5292,13132,0,0,0,-1.1382978723404256
"Card[J♣, 6♢, 6♣]",6,5261,3627,3,9533,0,0.9266717325227963
"Card[J♣, 6♢, 6♡]",12,5269,3616,3,9536,0,0.9286257056013895
"Card[J♣, 7♣, 2♣]",4,5247,1325,3,11849,0,1.4272145028224055
"Card[J♣, 7♣, 2♢]",12,5262,13162,0,0,0,-1.1431828050369084
"Card[J♣, 7♣, 3♣]",4,5262,1306,3,11853,0,1.4305254016500217
"Card[J♣, 7♣, 3♢]",12,5277,13147,0,0,0,-1.140740338688667
"Card[J♣, 7♣, 4♣]",4,5277,1302,3,11842,0,1.4305796786799827
"Card[J♣, 7♣, 4♢]",12,5292,13132,0,0,0,-1.1382978723404256
"Card[J♣, 7♣, 5♣]",4,5274,1303,3,11844,0,1.4305254016500217
"Card[J♣, 7♣, 5♢]",12,5288,13136,0,0,0,-1.1389491966999565
"Card[J♣, 7♣, 6♣]",4,5271,1304,3,11846,0,1.4304711246200608
"Card[J♣, 7♣, 6♢]",12,5284,13140,0,0,0,-1.1396005210594877
"Card[J♣, 7♣, 7♢]",6,5261,3357,3,9803,0,0.9852909248805906
"Card[J♣, 7♢, 2♣]",12,5262,13162,0,0,0,-1.1431828050369084
"Card[J♣, 7♢, 2♢]",12,5262,13162,0,0,0,-1.1431828050369084
"Card[J♣, 7♢, 2♡]",24,5270,13154,0,0,0,-1.1418801563178462
"Card[J♣, 7♢, 3♣]",12,5277,13147,0,0,0,-1.140740338688667
"Card[J♣, 7♢, 3♢]",12,5277,13147,0,0,0,-1.140740338688667
"Card[J♣, 7♢, 3♡]",24,5285,13139,0,0,0,-1.1394376899696048
"Card[J♣, 7♢, 4♣]",12,5292,13132,0,0,0,-1.1382978723404256
"Card[J♣, 7♢, 4♢]",12,5292,13132,0,0,0,-1.1382978723404256
"Card[J♣, 7♢, 4♡]",24,5300,13124,0,0,0,-1.1369952236213634
"Card[J♣, 7♢, 5♣]",12,5288,13136,0,0,0,-1.1389491966999565
"Card[J♣, 7♢, 5♢]",12,5289,13135,0,0,0,-1.1387863656100738
"Card[J♣, 7♢, 5♡]",24,5296,13128,0,0,0,-1.1376465479808946
"Card[J♣, 7♢, 6♣]",12,5284,13140,0,0,0,-1.1396005210594877
"Card[J♣, 7♢, 6♢]",12,5286,13138,0,0,0,-1.1392748588797221
"Card[J♣, 7♢, 6♡]",24,5292,13132,0,0,0,-1.1382978723404256
"Card[J♣, 7♢, 7♣]",6,5261,3357,3,9803,0,0.9852909248805906
"Card[J♣, 7♢, 7♡]",12,5269,3346,3,9806,0,0.9872448979591837
"Card[J♣, 8♣, 2♣]",4,5247,1310,3,11864,0,1.4304711246200608
"Card[J♣, 8♣, 2♢]",12,5262,13162,0,0,0,-1.1431828050369084
"Card[J♣, 8♣, 3♣]",4,5262,1291,3,11868,0,1.433782023447677
"Card[J♣, 8♣, 3♢]",12,5277,13147,0,0,0,-1.140740338688667
"Card[J♣, 8♣, 4♣]",4,5277,1287,3,11857,0,1.4338363004776378
"Card[J♣, 8♣, 4♢]",12,5292,13132,0,0,0,-1.1382978723404256
"Card[J♣, 8♣, 5♣]",4,5277,1284,3,11860,0,1.434487624837169
"Card[J♣, 8♣, 5♢]",12,5292,13132,0,0,0,-1.1382978723404256
"Card[J♣, 8♣, 6♣]",4,5274,1285,3,11862,0,1.434433347807208
"Card[J♣, 8♣, 6♢]",12,5288,13136,0,0,0,-1.1389491966999565
"Card[J♣, 8♣, 7♣]",4,5271,1286,3,11864,0,1.434379070777247
"Card[J♣, 8♣, 7♢]",12,5284,13140,0,0,0,-1.1396005210594877
"Card[J♣, 8♣, 8♢]",6,5261,3087,3,10073,0,1.0439101172383847
"Card[J♣, 8♢, 2♣]",12,5262,13162,0,0,0,-1.1431828050369084
"Card[J♣, 8♢, 2♢]",12,5262,13162,0,0,0,-1.1431828050369084
"Card[J♣, 8♢, 2♡]",24,5270,13154,0,0,0,-1.1418801563178462
"Card[J♣, 8♢, 3♣]",12,5277,13147,0,0,0,-1.140740338688667
"Card[J♣, 8♢, 3♢]",12,5277,13147,0,0,0,-1.140740338688667
"Card[J♣, 8♢, 3♡]",24,5285,13139,0,0,0,-1.1394376899696048
"Card[J♣, 8♢, 4♣]",12,5292,13132,0,0,0,-1.1382978723404256
"Card[J♣, 8♢, 4♢]",12,5292,13132,0,0,0,-1.1382978723404256
"Card[J♣, 8♢, 4♡]",24,5300,13124,0,0,0,-1.1369952236213634
"Card[J♣, 8♢, 5♣]",12,5292,13132,0,0,0,-1.1382978723404256
"Card[J♣, 8♢, 5♢]",12,5292,13132,0,0,0,-1.1382978723404256
"Card[J♣, 8♢, 5♡]",24,5300,13124,0,0,0,-1.1369952236213634
"Card[J♣, 8♢, 6♣]",12,5288,13136,0,0,0,-1.1389491966999565
"Card[J♣, 8♢, 6♢]",12,5289,13135,0,0,0,-1.1387863656100738
"Card[J♣, 8♢, 6♡]",24,5296,13128,0,0,0,-1.1376465479808946
"Card[J♣, 8♢, 7♣]",12,5284,13140,0,0,0,-1.1396005210594877
"Card[J♣, 8♢, 7♢]",12,5286,13138,0,0,0,-1.1392748588797221
"Card[J♣, 8♢, 7♡]",24,5292,13132,0,0,0,-1.1382978723404256
"Card[J♣, 8♢, 8♣]",6,5261,3087,3,10073,0,1.0439101172383847
"Card[J♣, 8♢, 8♡]",12,5269,3076,3,10076,0,1.0458640903169778
"Card[J♣, 9♣, 2♣]",4,5244,1296,3,11881,0,1.433673469387755
"Card[J♣, 9♣, 2♢]",12,5259,13165,0,0,0,-1.1436712983065567
"Card[J♣, 9♣, 3♣]",4,5259,1277,3,11885,0,1.4369843682153713
"Card[J♣, 9♣, 3♢]",12,5274,13150,0,0,0,-1.1412288319583153
"Card[J♣, 9♣, 4♣]",4,5274,1273,3,11874,0,1.437038645245332
"Card[J♣, 9♣, 4♢]",12,5289,13135,0,0,0,-1.1387863656100738
"Card[J♣, 9♣, 5♣]",4,5274,1270,3,11877,0,1.4376899696048633
"Card[J♣, 9♣, 5♢]",12,5289,13135,0,0,0,-1.1387863656100738
"Card[J♣, 9♣, 6♣]",4,5274,1267,3,11880,0,1.4383412939643943
"Card[J♣, 9♣, 6♢]",12,5289,13135,0,0,0,-1.1387863656100738
"Card[J♣, 9♣, 7♣]",4,5271,1268,3,11882,0,1.4382870169344333
"Card[J♣, 9♣, 7♢]",12,5285,13139,0,0,0,-1.1394376899696048
"Card[J♣, 9♣, 8♣]",4,5268,1269,3,11884,0,1.4382327399044725
"Card[J♣, 9♣, 8♢]",12,5281,13143,0,0,0,-1.140089014329136
"Card[J♣, 9♣, 9♢]",6,5254,2824,3,10343,0,1.1013894919669995
"Card[J♣, 9♢, 2♣]",12,5258,13166,0,0,0,-1.1438341293964394
"Card[J♣, 9♢, 2♢]",12,5258,13166,0,0,0,-1.1438341293964394
"Card[J♣, 9♢, 2♡]",24,5266,13158,0,0,0,-1.1425314806773774
"Card[J♣, 9♢, 3♣]",12,5273,13151,0,0,0,-1.141391663048198
"Card[J♣, 9♢, 3♢]",12,5273,13151,0,0,0,-1.141391663048198
"Card[J♣, 9♢, 3♡]",24,5281,13143,0,0,0,-1.140089014329136
"Card[J♣, 9♢, 4♣]",12,5288,13136,0,0,0,-1.1389491966999565
"Card[J♣, 9♢, 4♢]",12,5288,13136,0,0,0,-1.1389491966999565
"Card[J♣, 9♢, 4♡]",24,5296,13128,0,0,0,-1.1376465479808946
"Card[J♣, 9♢, 5♣]",12,5288,13136,0,0,0,-1.1389491966999565
"Card[J♣, 9♢, 5♢]",12,5288,13136,0,0,0,-1.1389491966999565
"Card[J♣, 9♢, 5♡]",24,5296,13128,0,0,0,-1.1376465479808946
"Card[J♣, 9♢, 6♣]",12,5288,13136,0,0,0,-1.1389491966999565
"Card[J♣, 9♢, 6♢]",12,5288,13136,0,0,0,-1.1389491966999565
"Card[J♣, 9♢, 6♡]",24,5296,13128,0,0,0,-1.1376465479808946
"Card[J♣, 9♢, 7♣]",12,5284,13140,0,0,0,-1.1396005210594877
"Card[J♣, 9♢, 7♢]",12,5285,13139,0,0,0,-1.1394376899696048
"Card[J♣, 9♢, 7♡]",24,5292,13132,0,0,0,-1.1382978723404256
"Card[J♣, 9♢, 8♣]",12,5280,13144,0,0,0,-1.1402518454190187
"Card[J♣, 9♢, 8♢]",12,5282,13142,0,0,0,-1.139926183239253
"Card[J♣, 9♢, 8♡]",24,5288,13136,0,0,0,-1.1389491966999565
"Card[J♣, 9♢, 9♣]",6,5254,2824,3,10343,0,1.1013894919669995
"Card[J♣, 9♢, 9♡]",12,5261,2814,3,10346,0,1.10318063395571
"Card[J♣, T♣, 2♣]",4,5229,1279,3,11913,0,1.4381784628745116
"Card[J♣, T♣, 2♢]",12,5244,13180,0,0,0,-1.146113764654798
"Card[J♣, T♣, 3♣]",4,5244,1260,3,11917,0,1.4414893617021276
"Card[J♣, T♣, 3♢]",12,5259,13165,0,0,0,-1.1436712983065567
"Card[J♣, T♣, 4♣]",4,5259,1256,3,11906,0,1.4415436387320886
"Card[J♣, T♣, 4♢]",12,5274,13150,0,0,0,-1.1412288319583153
"Card[J♣, T♣, 5♣]",4,5259,1253,3,11909,0,1.4421949630916195
"Card[J♣, T♣, 5♢]",12,5274,13150,0,0,0,-1.1412288319583153
"Card[J♣, T♣, 6♣]",4,5259,1250,3,11912,0,1.4428462874511507
"Card[J♣, T♣, 6♢]",12,5274,13150,0,0,0,-1.1412288319583153
"Card[J♣, T♣, 7♣]",4,5259,1247,3,11915,0,1.4434976118106817
"Card[J♣, T♣, 7♢]",12,5274,13150,0,0,0,-1.1412288319583153
"Card[J♣, T♣, 8♣]",4,5256,1248,3,11917,0,1.4434433347807207
"Card[J♣, T♣, 8♢]",12,5270,13154,0,0,0,-1.1418801563178462
"Card[J♣, T♣, 9♣]",4,5250,53,3,13118,4,5.703213200173686
"Card[J♣, T♣, 9♢]",12,5263,222,25,12914,1,2.663428137212332
"Card[J♣, T♣, T♢]",6,5224,2561,3,10636,0,1.1601172383847156
"Card[J♣, T♢, 2♣]",12,5243,13181,0,0,0,-1.1462765957446808
"Card[J♣, T♢, 2♢]",12,5243,13181,0,0,0,-1.1462765957446808
"Card[J♣, T♢, 2♡]",24,5251,13173,0,0,0,-1.1449739470256188
"Card[J♣, T♢, 3♣]",12,5258,13166,0,0,0,-1.1438341293964394
"Card[J♣, T♢, 3♢]",12,5258,13166,0,0,0,-1.1438341293964394
"Card[J♣, T♢, 3♡]",24,5266,13158,0,0,0,-1.1425314806773774
"Card[J♣, T♢, 4♣]",12,5273,13151,0,0,0,-1.141391663048198
"Card[J♣, T♢, 4♢]",12,5273,13151,0,0,0,-1.141391663048198
"Card[J♣, T♢, 4♡]",24,5281,13143,0,0,0,-1.140089014329136
"Card[J♣, T♢, 5♣]",12,5273,13151,0,0,0,-1.141391663048198
"Card[J♣, T♢, 5♢]",12,5273,13151,0,0,0,-1.141391663048198
"Card[J♣, T♢, 5♡]",24,5281,13143,0,0,0,-1.140089014329136
"Card[J♣, T♢, 6♣]",12,5273,13151,0,0,0,-1.141391663048198
"Card[J♣, T♢, 6♢]",12,5273,13151,0,0,0,-1.141391663048198
"Card[J♣, T♢, 6♡]",24,5281,13143,0,0,0,-1.140089014329136
"Card[J♣, T♢, 7♣]",12,5273,13151,0,0,0,-1.141391663048198
"Card[J♣, T♢, 7♢]",12,5273,13151,0,0,0,-1.141391663048198
"Card[J♣, T♢, 7♡]",24,5281,13143,0,0,0,-1.140089014329136
"Card[J♣, T♢, 8♣]",12,5269,13155,0,0,0,-1.1420429874077291
"Card[J♣, T♢, 8♢]",12,5270,13154,0,0,0,-1.1418801563178462
"Card[J♣, T♢, 8♡]",24,5277,13147,0,0,0,-1.140740338688667
"Card[J♣, T♢, 9♣]",12,5263,222,25,12914,1,2.663428137212332
"Card[J♣, T♢, 9♢]",12,5264,223,25,12912,1,2.663156752062527
"Card[J♣, T♢, 9♡]",24,5270,221,26,12907,1,2.663156752062527
"Card[J♣, T♢, T♣]",6,5224,2561,3,10636,0,1.1601172383847156
"Card[J♣, T♢, T♡]",12,5231,2552,3,10638,0,1.1616912722535824
"Card[J♣, J♢, 2♣]",6,5201,2456,3,10764,0,1.1841619626574034
"Card[J♣, J♢, 2♢]",6,5201,2456,3,10764,0,1.1841619626574034
"Card[J♣, J♢, 2♡]",12,5209,2445,3,10767,0,1.1861159357359965
"Card[J♣, J♢, 3♣]",6,5216,2437,3,10768,0,1.1874728614850196
"Card[J♣, J♢, 3♢]",6,5216,2437,3,10768,0,1.1874728614850196
"Card[J♣, J♢, 3♡]",12,5224,2426,3,10771,0,1.1894268345636128
"Card[J♣, J♢, 4♣]",6,5231,2433,3,10757,0,1.1875271385149804
"Card[J♣, J♢, 4♢]",6,5231,2433,3,10757,0,1.1875271385149804
"Card[J♣, J♢, 4♡]",12,5239,2422,3,10760,0,1.1894811115935735
"Card[J♣, J♢, 5♣]",6,5231,2429,3,10761,0,1.1883955709943552
"Card[J♣, J♢, 5♢]",6,5231,2429,3,10761,0,1.1883955709943552
"Card[J♣, J♢, 5♡]",12,5239,2418,3,10764,0,1.1903495440729484
"Card[J♣, J♢, 6♣]",6,5231,2425,3,10765,0,1.1892640034737298
"Card[J♣, J♢, 6♢]",6,5231,2425,3,10765,0,1.1892640034737298
"Card[J♣, J♢, 6♡]",12,5239,2414,3,10768,0,1.191217976552323
"Card[J♣, J♢, 7♣]",6,5231,2421,3,10769,0,1.1901324359531047
"Card[J♣, J♢, 7♢]",6,5231,2421,3,10769,0,1.1901324359531047
"Card[J♣, J♢, 7♡]",12,5239,2410,3,10772,0,1.1920864090316978
"Card[J♣, J♢, 8♣]",6,5231,2417,3,10773,0,1.1910008684324793
"Card[J♣, J♢, 8♢]",6,5231,2417,3,10773,0,1.1910008684324793
"Card[J♣, J♢, 8♡]",12,5239,2406,3,10776,0,1.1929548415110725
"Card[J♣, J♢, 9♣]",6,5224,2420,3,10777,0,1.1907294832826747
"Card[J♣, J♢, 9♢]",6,5224,2420,3,10777,0,1.1907294832826747
"Card[J♣, J♢, 9♡]",12,5231,2410,3,10780,0,1.1925206252713851
"Card[J♣, J♢, T♣]",6,5209,2423,3,10789,0,1.1908923143725576
"Card[J♣, J♢, T♢]",6,5209,2423,3,10789,0,1.1908923143725576
"Card[J♣, J♢, T♡]",12,5216,2414,3,10791,0,1.1924663482414242
"Card[J♣, J♢, J♡]",4,5145,16,0,13263,5,6.717270950933565
"Card[Q♣, 2♣, 2♢]",6,5670,4733,3,8018,0,0.6643508467216674
"Card[Q♣, 2♢, 2♣]",6,5670,4733,3,8018,0,0.6643508467216674
"Card[Q♣, 2♢, 2♡]",12,5670,4722,3,8029,0,0.6667390360399479
"Card[Q♣, 3♣, 2♣]",4,5706,1238,3,11477,0,1.4211897524967434
"Card[Q♣, 3♣, 2♢]",12,5713,12686,25,0,0,-1.0670321320017369
"Card[Q♣, 3♣, 3♢]",6,5700,4433,3,8288,0,0.7278549717759444
"Card[Q♣, 3♢, 2♣]",12,5713,12686,25,0,0,-1.0670321320017369
"Card[Q♣, 3♢, 2♢]",12,5706,12693,25,0,0,-1.068171949630916
"Card[Q♣, 3♢, 2♡]",24,5713,12685,26,0,0,-1.066923577941815
"Card[Q♣, 3♢, 3♣]",6,5700,4433,3,8288,0,0.7278549717759444
"Card[Q♣, 3♢, 3♡]",12,5700,4422,3,8299,0,0.7302431610942249
"Card[Q♣, 4♣, 2♣]",4,5721,1231,3,11469,0,1.4218953538862353
"Card[Q♣, 4♣, 2♢]",12,5728,12637,25,34,0,-1.0572079895788102
"Card[Q♣, 4♣, 3♣]",4,5733,1216,3,11472,0,1.4245006513243594
"Card[Q♣, 4♣, 3♢]",12,5739,12593,25,67,0,-1.0482522796352585
"Card[Q♣, 4♣, 4♢]",6,5730,4163,3,8528,0,0.784845853234911
"Card[Q♣, 4♢, 2♣]",12,5728,12638,25,33,0,-1.057425097698654
"Card[Q♣, 4♢, 2♢]",12,5721,12644,25,34,0,-1.0583478072079895
"Card[Q♣, 4♢, 2♡]",24,5728,12636,26,34,0,-1.0570994355188883
"Card[Q♣, 4♢, 3♣]",12,5739,12593,25,67,0,-1.0482522796352585
"Card[Q♣, 4♢, 3♢]",12,5733,12598,25,68,0,-1.0490121580547112
"Card[Q♣, 4♢, 3♡]",24,5739,12591,26,68,0,-1.0479266174554929
"Card[Q♣, 4♢, 4♣]",6,5730,4163,3,8528,0,0.784845853234911
"Card[Q♣, 4♢, 4♡]",12,5730,4152,3,8539,0,0.7872340425531915
"Card[Q♣, 5♣, 2♣]",4,5724,1221,3,11476,0,1.4239036039947894
"Card[Q♣, 5♣, 2♢]",12,5732,12554,25,113,0,-1.0394051237516284
"Card[Q♣, 5♣, 3♣]",4,5736,1206,3,11479,0,1.4265089014329135
"Card[Q♣, 5♣, 3♢]",12,5743,12510,25,146,0,-1.0304494138080764
"Card[Q♣, 5♣, 4♣]",4,5748,1206,3,11467,0,1.4258575770733826
"Card[Q♣, 5♣, 4♢]",12,5754,12466,25,179,0,-1.0214937038645244
"Card[Q♣, 5♣, 5♢]",6,5730,3893,3,8798,0,0.8434650455927052
"Card[Q♣, 5♢, 2♣]",12,5732,12556,25,111,0,-1.0398393399913157
"Card[Q♣, 5♢, 2♢]",12,5724,12562,25,113,0,-1.0407077724706904
"Card[Q♣, 5♢, 2♡]",24,5732,12553,26,113,0,-1.0392965696917065
"Card[Q♣, 5♢, 3♣]",12,5743,12511,25,145,0,-1.03066652192792
"Card[Q♣, 5♢, 3♢]",12,5736,12516,25,147,0,-1.031372123317412
"Card[Q♣, 5♢, 3♡]",24,5743,12508,26,147,0,-1.0301237516283108
"Card[Q♣, 5♢, 4♣]",12,5754,12466,25,179,0,-1.0214937038645244
"Card[Q♣, 5♢, 4♢]",12,5748,12470,25,181,0,-1.0220364741641337
"Card[Q♣, 5♢, 4♡]",24,5754,12463,26,181,0,-1.0209509335649154
"Card[Q♣, 5♢, 5♣]",6,5730,3893,3,8798,0,0.8434650455927052
"Card[Q♣, 5♢, 5♡]",12,5730,3882,3,8809,0,0.8458532349109856
"Card[Q♣, 6♣, 2♣]",4,5724,1212,3,11485,0,1.4258575770733826
"Card[Q♣, 6♣, 2♢]",12,5732,12430,25,237,0,-1.0124837168910117
"Card[Q♣, 6♣, 3♣]",4,5739,1193,3,11489,0,1.4291684759009986
"Card[Q♣, 6♣, 3♢]",12,5747,12382,25,270,0,-1.0028766825879287
"Card[Q♣, 6♣, 4♣]",4,5751,1193,3,11477,0,1.4285171515414676
"Card[Q♣, 6♣, 4♢]",12,5758,12338,25,303,0,-0.993920972644377
"Card[Q♣, 6♣, 5♣]",4,5748,1194,3,11479,0,1.4284628745115067
"Card[Q♣, 6♣, 5♢]",12,5754,12309,25,336,0,-0.9874077290490665
"Card[Q♣, 6♣, 6♢]",6,5730,3623,3,9068,0,0.9020842379504993
"Card[Q♣, 6♢, 2♣]",12,5732,12433,25,234,0,-1.0131350412505429
"Card[Q♣, 6♢, 2♢]",12,5724,12438,25,237,0,-1.0137863656100738
"Card[Q♣, 6♢, 2♡]",24,5732,12429,26,237,0,-1.01237516283109
"Card[Q♣, 6♢, 3♣]",12,5747,12384,25,268,0,-1.0033108988276163
"Card[Q♣, 6♢, 3♢]",12,5739,12389,25,271,0,-1.0039622231871472
"Card[Q♣, 6♢, 3♡]",24,5747,12380,26,271,0,-1.0025510204081634
"Card[Q♣, 6♢, 4♣]",12,5758,12339,25,302,0,-0.9941380807642206
"Card[Q♣, 6♢, 4♢]",12,5751,12343,25,305,0,-0.9946265740338689
"Card[Q♣, 6♢, 4♡]",24,5758,12335,26,305,0,-0.9933782023447677
"Card[Q♣, 6♢, 5♣]",12,5754,12309,25,336,0,-0.9874077290490665
"Card[Q♣, 6♢, 5♢]",12,5748,12312,25,339,0,-0.987733391228832
"Card[Q♣, 6♢, 5♡]",24,5754,12305,26,339,0,-0.9866478506296136
"Card[Q♣, 6♢, 6♣]",6,5730,3623,3,9068,0,0.9020842379504993
"Card[Q♣, 6♢, 6♡]",12,5730,3612,3,9079,0,0.9044724272687799
"Card[Q♣, 7♣, 2♣]",4,5724,1200,3,11497,0,1.4284628745115067
"Card[Q♣, 7♣, 2♢]",12,5732,12261,25,406,0,-0.9757924446374294
"Card[Q♣, 7♣, 3♣]",4,5739,1181,3,11501,0,1.431773773339123
"Card[Q♣, 7♣, 3♢]",12,5747,12213,25,439,0,-0.9661854103343465
"Card[Q♣, 7♣, 4♣]",4,5754,1177,3,11490,0,1.431828050369084
"Card[Q♣, 7♣, 4♢]",12,5762,12165,25,472,0,-0.9565783760312636
"Card[Q♣, 7♣, 5♣]",4,5751,1178,3,11492,0,1.431773773339123
"Card[Q♣, 7♣, 5♢]",12,5758,12136,25,505,0,-0.9500651324359531
"Card[Q♣, 7♣, 6♣]",4,5748,1179,3,11494,0,1.431719496309162
"Card[Q♣, 7♣, 6♢]",12,5754,12107,25,538,0,-0.9435518888406427
"Card[Q♣, 7♣, 7♢]",6,5730,3353,3,9338,0,0.9607034303082935
"Card[Q♣, 7♢, 2♣]",12,5732,12265,25,402,0,-0.9766608771168042
"Card[Q♣, 7♢, 2♢]",12,5724,12269,25,406,0,-0.9770950933564916
"Card[Q♣, 7♢, 2♡]",24,5732,12260,26,406,0,-0.9756838905775076
"Card[Q♣, 7♢, 3♣]",12,5747,12216,25,436,0,-0.9668367346938775
"Card[Q♣, 7♢, 3♢]",12,5739,12220,25,440,0,-0.967270950933565
"Card[Q♣, 7♢, 3♡]",24,5747,12211,26,440,0,-0.965859748154581
"Card[Q♣, 7♢, 4♣]",12,5762,12167,25,470,0,-0.9570125922709509
"Card[Q♣, 7♢, 4♢]",12,5754,12171,25,474,0,-0.9574468085106383
"Card[Q♣, 7♢, 4♡]",24,5762,12162,26,474,0,-0.9560356057316544
"Card[Q♣, 7♢, 5♣]",12,5758,12137,25,504,0,-0.9502822405557968
"Card[Q♣, 7♢, 5♢]",12,5751,12140,25,508,0,-0.9505536257056014
"Card[Q♣, 7♢, 5♡]",24,5758,12132,26,508,0,-0.9493052540165002
"Card[Q♣, 7♢, 6♣]",12,5754,12107,25,538,0,-0.9435518888406427
"Card[Q♣, 7♢, 6♢]",12,5748,12109,25,542,0,-0.9436604429005645
"Card[Q♣, 7♢, 6♡]",24,5754,12102,26,542,0,-0.9425749023013461
"Card[Q♣, 7♢, 7♣]",6,5730,3353,3,9338,0,0.9607034303082935
"Card[Q♣, 7♢, 7♡]",12,5730,3342,3,9349,0,0.9630916196265741
"Card[Q♣, 8♣, 2♣]",4,5724,1185,3,11512,0,1.431719496309162
"Card[Q♣, 8♣, 2♢]",12,5732,12047,25,620,0,-0.9293313069908815
"Card[Q♣, 8♣, 3♣]",4,5739,1166,3,11516,0,1.4350303951367782
"Card[Q♣, 8♣, 3♢]",12,5747,11999,25,653,0,-0.9197242726877985
"Card[Q♣, 8♣, 4♣]",4,5754,1162,3,11505,0,1.435084672166739
"Card[Q♣, 8♣, 4♢]",12,5762,11951,25,686,0,-0.9101172383847156
